,name,mana_cost,cmc,edhrec_rank
23680,Breeding Pit,{3}{B},4.0,13855.0
23681,Zombie,,0.0,
23682,Gaea's Touch,{G}{G},2.0,5746.0
23683,Ramosian Lieutenant,{1}{W},2.0,14231.0
23684,Proficient Pyrodancer,{2}{R},3.0,23630.0
23685,Riding Red Hare,{2}{W},3.0,18936.0
23686,Isochron Scepter,{2},2.0,291.0
23687,Rebuking Ceremony,{3}{G}{G},5.0,22812.0
23688,Primitive Etchings,{2}{G}{G},4.0,14365.0
23689,Phyrexian Midway Bamboozle,,0.0,
23690,Hangarback Walker,{X}{X},0.0,1487.0
23691,Gearshift Ace,{1}{W},2.0,7518.0
23692,Black Dragon Gate,,0.0,2471.0
23693,Ivory Charm,{W},1.0,20531.0
23694,Sea Gate Banneret,{W},1.0,17044.0
23695,Warehouse Thief,{3}{R},4.0,17300.0
23696,"Esior, Wardwing Familiar",{1}{U},2.0,3593.0
23697,Thoughtweft Gambit,{4}{W/U}{W/U},6.0,15045.0
23698,Bone Mask,{4},4.0,21446.0
23699,Punctuate,{3}{R},4.0,
23700,Deny the Witch,{1}{W}{U}{B},4.0,11816.0
23701,Lowland Tracker,{4}{W},5.0,22615.0
23702,Alchemist's Apprentice,{1}{U},2.0,13099.0
23703,"Angrath, Captain of Chaos",{2}{B/R}{B/R},4.0,6989.0
23704,Spirespine,{2}{G},3.0,19153.0
23705,Shimmer Dragon,{4}{U}{U},6.0,2160.0
23706,Buzzing Whack-a-Doodle,{4},4.0,
23707,Callous Oppressor,{1}{U}{U},3.0,9915.0
23708,Windgrace's Judgment,{3}{B}{G},5.0,2749.0
23709,Loyal Guardian,{4}{G},5.0,1995.0
23710,Leonin Vanguard,{W},1.0,10798.0
23711,Goblin Festival,{1}{R},2.0,11911.0
23712,Evil Comes to Fruition,,0.0,
23713,Blossoming Calm // Blossoming Calm,,0.0,
23714,"Adriana, Captain of the Guard",{3}{R}{W},5.0,2656.0
23715,Mox Opal,{0},0.0,231.0
23716,Invisibility,{U}{U},2.0,10231.0
23717,Reclusive Artificer,{2}{U}{R},4.0,17458.0
23718,Doctor,,0.0,
23719,Celebrate the Harvest,{3}{G},4.0,6368.0
23720,Orzhov Signet,{2},2.0,111.0
23721,Angel's Tomb,{3},3.0,16695.0
23722,Everlasting Torment,{2}{B/R},3.0,7534.0
23723,Gwendlyn Di Corci,{U}{B}{B}{R},4.0,16794.0
23724,Tusk and Whiskers,{3}{G}{W},5.0,23159.0
23725,Indrik Stomphowler,{4}{G},5.0,8567.0
23726,Vivien Reid Emblem,,0.0,
23727,Takenuma,,0.0,
23728,Soul Charmer,{2}{W},3.0,20725.0
23729,Kozilek's Pathfinder,{6},6.0,11518.0
23730,Customs Depot,{1}{U},2.0,19103.0
23731,Ancient Hellkite,{4}{R}{R}{R},7.0,13318.0
23732,Tel-Jilad Chosen,{1}{G},2.0,22133.0
23733,Mightstone's Animation,{3}{U},4.0,
23734,Arcum's Whistle,{3},3.0,19400.0
23735,Dawntreader Elk,{1}{G},2.0,3345.0
23736,World-Weary,{3}{B}{B},5.0,13241.0
23737,Flame Spill,{2}{R},3.0,11389.0
23738,Castle Garenbrig,,0.0,475.0
23739,Black Vise,{1},1.0,8888.0
23740,Rotlung Reanimator,{2}{B},3.0,7640.0
23741,A-Death-Priest of Myrkul,{2}{B}{B},4.0,
23742,Pristine Skywise,{4}{W}{U},6.0,12551.0
23743,Parcelbeast,{2}{G}{U},4.0,2879.0
23744,Sphere of Reason,{3}{W},4.0,21619.0
23745,Oasis Ritualist,{3}{G},4.0,15110.0
23746,Kithkin Spellduster,{4}{W},5.0,14894.0
23747,Sidewinder Sliver,{W},1.0,7851.0
23748,Neurok Replica,{3},3.0,19667.0
23749,Gerrard's Command,{G}{W},2.0,18587.0
23750,Giant Warrior,,0.0,
23751,Dazzling Beauty,{2}{W},3.0,21452.0
23752,Structural Collapse,{5}{R},6.0,21165.0
23753,Pseudodragon Familiar,{2}{U},3.0,13600.0
23754,Sacred Guide,{W},1.0,18071.0
23755,Windrider Patrol,{3}{U}{U},5.0,14275.0
23756,Gang Up,{X}{B},1.0,12560.0
23757,Illicit Auction,{3}{R}{R},5.0,9183.0
23758,Night Scythe,{3},3.0,14283.0
23759,Sinister Strength,{1}{B},2.0,19028.0
23760,"Grolnok, the Omnivore // Grolnok, the Omnivore",,0.0,
23761,Tajuru Blightblade,{G},1.0,4798.0
23762,March of Swirling Mist,{X}{U},1.0,1503.0
23763,Deepglow Skate,{4}{U},5.0,1432.0
23764,"Kros, Defense Contractor",{1}{G}{W}{U},4.0,10044.0
23765,Clarion Spirit,{1}{W},2.0,6006.0
23766,Will of the All-Hunter,{1}{W},2.0,15797.0
23767,Court Cleric,{W},1.0,20270.0
23768,Beledros Witherbloom // Beledros Witherbloom,,0.0,
23769,Silverblade Paladin,{1}{W}{W},3.0,5466.0
23770,Witherbloom Command // Witherbloom Command,,0.0,
23771,Juniper Order Advocate,{2}{W},3.0,21948.0
23772,Skizzik Surger,{4}{R}{R},6.0,23420.0
23773,Blot Out the Sky,{X}{W}{B},2.0,4567.0
23774,"Tamiyo, Field Researcher Emblem",,0.0,
23775,A-Tyvar Kell,{2}{G}{G},4.0,
23776,Plasma Jockey,{3}{R},4.0,14768.0
23777,Hungry Mist,{2}{G}{G},4.0,23069.0
23778,Thraben Valiant,{1}{W},2.0,21480.0
23779,"Jon Irenicus, Shattered One // Jon Irenicus, Shattered One",,0.0,
23780,Vivid Meadow,,0.0,2058.0
23781,World Breaker,{6}{G},7.0,4340.0
23782,Memoricide,{3}{B},4.0,20215.0
23783,Skyboon Evangelist,{4}{W},5.0,8798.0
23784,Ojutai's Summons,{3}{U}{U},5.0,17932.0
23785,Kamahl's Sledge,{5}{R}{R},7.0,22975.0
23786,Fountain of Renewal,{1},1.0,4717.0
23787,Phyrexian Purge,{2}{B}{R},4.0,11387.0
23788,Oni Possession,{2}{B},3.0,20000.0
23789,Subversive Acolyte,{1}{B},2.0,
23790,Fylgja,{W},1.0,21885.0
23791,Plague Engineer,{2}{B},3.0,9167.0
23792,Magus of the Wheel,{2}{R},3.0,605.0
23793,Kavu Titan,{1}{G},2.0,15276.0
23794,Ensnare,{3}{U},4.0,10515.0
23795,Servant of the Conduit,{1}{G},2.0,11673.0
23796,Predatory,,0.0,
23797,Hunters' Feast,{3}{G},4.0,20308.0
23798,Riddlekeeper,{2}{U},3.0,7004.0
23799,You Come to the Gnoll Camp // You Come to the Gnoll Camp,,0.0,
23800,Circle of Protection: Red,{1}{W},2.0,14109.0
23801,"Urza, Lord Protector",{1}{W}{U},3.0,15162.0
23802,Sunspire Gatekeepers,{3}{W},4.0,17256.0
23803,Academy Researchers,{1}{U}{U},3.0,16572.0
23804,Fyndhorn Elves,{G},1.0,95.0
23805,Unnatural Moonrise,{R}{G},2.0,6031.0
23806,Frenetic Efreet Avatar,,0.0,
23807,Tresserhorn Skyknight,{5}{B}{B},7.0,22480.0
23808,Dowsing Dagger // Lost Vale,,2.0,1198.0
23809,Somberwald Beastmaster,{6}{G},7.0,8290.0
23810,Kargan Dragonrider,{1}{R},2.0,18979.0
23811,Bound // Determined,{3}{B}{G} // {G}{U},7.0,16073.0
23812,Path to the World Tree // Path to the World Tree,,0.0,
23813,Purple-Crystal Crab,{1}{U},2.0,11870.0
23814,Rob the Archives,{1}{R},2.0,8113.0
23815,Power of Fire,{1}{R},2.0,14690.0
23816,Jhoira's Familiar,{4},4.0,810.0
23817,Fault Riders,{2}{R},3.0,23554.0
23818,"Kasmina, Enigmatic Mentor",{3}{U},4.0,3642.0
23819,Kor Ally,,0.0,
23820,Alaundo the Seer // Alaundo the Seer,,0.0,
23821,Sheoldred's Restoration,{3}{B},4.0,16981.0
23822,"Oyobi, Who Split the Heavens",{6}{W},7.0,7233.0
23823,Sultai Flayer,{3}{G},4.0,16765.0
23824,Earthshaker Khenra,{1}{R},2.0,12670.0
23825,Goblin Motivator,{R},1.0,5695.0
23826,Phobian Phantasm,{1}{B}{B},3.0,22740.0
23827,Cinderhaze Wretch,{4}{B},5.0,7835.0
23828,Whitesun's Passage,{1}{W},2.0,18915.0
23829,"Bess, Soul Nourisher",{1}{G}{W},3.0,6946.0
23830,Sawblade Slinger,{3}{G},4.0,14999.0
23831,Faerie Invaders,{4}{U},5.0,19690.0
23832,Mammoth Spider,{4}{G},5.0,15767.0
23833,The First Eruption,{2}{R},3.0,14953.0
23834,Status // Statue,{B/G} // {2}{B}{G},5.0,8486.0
23835,Avacynian Priest,{1}{W},2.0,18889.0
23836,Kalonian Tusker,{G}{G},2.0,9001.0
23837,Infiltrator's Magemark,{2}{U},3.0,12104.0
23838,Unholy Indenture,{2}{B},3.0,7715.0
23839,Backup Agent,{1}{W},2.0,14673.0
23840,Silverquill Silencer,{W}{B},2.0,13013.0
23841,Shield Sphere,{0},0.0,3507.0
23842,Patient Rebuilding,{3}{U}{U},5.0,5368.0
23843,Safe Passage,{2}{W},3.0,9664.0
23844,Slug,,0.0,
23845,Hymn of the Wilds,,0.0,
23846,Unexpected Fangs,{1}{B},2.0,5851.0
23847,Murasa Sproutling,{2}{G},3.0,9042.0
23848,Brain Weevil,{3}{B},4.0,15531.0
23849,Cinder Glade,,0.0,117.0
23850,Tower of Fortunes,{4},4.0,10091.0
23851,Ajani Goldmane,{2}{W}{W},4.0,6915.0
23852,Thrill of Possibility // Thrill of Possibility,,0.0,
23853,Task Mage Assembly,{2}{R},3.0,18965.0
23854,Shaper Guildmage,{U},1.0,23463.0
23855,Restoration Angel,{3}{W},4.0,1312.0
23856,Jeskai Elder,{1}{U},2.0,11878.0
23857,Bestial Fury,{2}{R},3.0,14944.0
23858,Elemental Expressionist,{U/R}{U/R}{U/R}{U/R},4.0,14032.0
23859,Arterial Alchemy,{2}{R},3.0,6357.0
23860,Martial Law,{2}{W}{W},4.0,11552.0
23861,Null Champion,{1}{B},2.0,18298.0
23862,Tempest Owl,{1}{U},2.0,20186.0
23863,Rise of the Hobgoblins,{R/W}{R/W},2.0,11813.0
23864,Balthor the Defiled,{2}{B}{B},4.0,6277.0
23865,Herd Migration,{6}{G},7.0,16598.0
23866,Crawling Barrens,,0.0,3194.0
23867,Primal Whisperer,{4}{G},5.0,12449.0
23868,Sonic Assault,{1}{U}{R},3.0,16905.0
23869,Kheru Mind-Eater,{2}{B},3.0,7310.0
23870,Phyrexian Bloodstock,{4}{B},5.0,21711.0
23871,Messenger Jays,{4}{U},5.0,10621.0
23872,Silverfur Partisan,{2}{G},3.0,5200.0
23873,Scrapheap,{3},3.0,13501.0
23874,Knighted Myr,{2}{W},3.0,13956.0
23875,Ulvenwald Observer,{4}{G}{G},6.0,7606.0
23876,Old Gnawbone,{5}{G}{G},7.0,702.0
23877,Ability Punchcard,,0.0,
23878,Leave // Chance,{1}{W} // {3}{R},6.0,9476.0
23879,Karona's Zealot,{4}{W},5.0,20896.0
23880,Kuldotha Ringleader,{4}{R},5.0,18641.0
23881,Necromancer's Magemark,{2}{B},3.0,14551.0
23882,Security Rhox,{2}{R}{G},4.0,14350.0
23883,Spellbinding Soprano,{1}{R},2.0,11671.0
23884,Piracy Charm,{U},1.0,13649.0
23885,Ogre Painbringer,{3}{R}{R},5.0,
23886,Stinkweed Imp,{2}{B},3.0,1703.0
23887,Diviner's Lockbox,{4},4.0,18810.0
23888,Skyclave Geopede,{2}{R},3.0,13643.0
23889,Pygmy Giant,{1}{R}{R},3.0,
23890,Curse of the Forsaken,{2}{W},3.0,11382.0
23891,Daring Thief,{2}{U},3.0,7461.0
23892,Reach of Shadows,{4}{B},5.0,21298.0
23893,Mental Vapors,{3}{B},4.0,17841.0
23894,Dramatic Finale,{W/B}{W/B}{W/B}{W/B},4.0,6795.0
23895,"Lukamina, Wolf Form",{2}{R}{G},4.0,
23896,Obsidian Battle-Axe,{3},3.0,8183.0
23897,Brine Hag,{2}{U}{U},4.0,23278.0
23898,Azorius Signet,{2},2.0,120.0
23899,Dusk Charger,{3}{B},4.0,20337.0
23900,Akki War Paint,{R},1.0,10880.0
23901,Audacious Infiltrator,{1}{W},2.0,19909.0
23902,Slime Molding,{X}{G},1.0,9822.0
23903,Ring of Gix,{3},3.0,20501.0
23904,Stormcloud Djinn,{4}{U},5.0,23470.0
23905,Sivvi's Valor,{2}{W},3.0,14375.0
23906,Thirsting Axe,{3},3.0,18992.0
23907,Cruel Deceiver,{1}{B},2.0,18286.0
23908,The Locust God,{4}{U}{R},6.0,1004.0
23909,Dhund Operative,{1}{B},2.0,14803.0
23910,Tel-Jilad Fallen,{2}{G}{G},4.0,12753.0
23911,Ghastly Demise,{B},1.0,8105.0
23912,Mythic Proportions,{4}{G}{G}{G},7.0,14504.0
23913,Necrogoyf,{3}{B}{B},5.0,2875.0
23914,Iron Maiden,{3},3.0,7865.0
23915,Delaying Shield,{3}{W},4.0,9277.0
23916,Slagwoods Bridge,,0.0,3715.0
23917,"Mazirek, Kraul Death Priest",{3}{B}{G},5.0,1604.0
23918,City of Ass,,0.0,
23919,"Braids, Arisen Nightmare",{1}{B}{B},3.0,2289.0
23920,Rack and Ruin,{2}{R},3.0,16357.0
23921,Ulamog's Despoiler,{6},6.0,10557.0
23922,Totally Lost,{4}{U},5.0,13663.0
23923,Body Snatcher,{2}{B}{B},4.0,7003.0
23924,Elegant Entourage,{3}{G},4.0,14006.0
23925,Echoing Ruin,{1}{R},2.0,18379.0
23926,Plow Through Reito,{1}{W},2.0,19411.0
23927,Dizzying Gaze,{R},1.0,20924.0
23928,Backfire,{U},1.0,18062.0
23929,Cartographer's Survey,{3}{G},4.0,9158.0
23930,Hostile Minotaur,{3}{R},4.0,17954.0
23931,Barren Glory,{4}{W}{W},6.0,11562.0
23932,Forked Bolt,{R},1.0,10237.0
23933,Half-Elf Monk // Half-Elf Monk,,0.0,
23934,Smash to Smithereens,{1}{R},2.0,6805.0
23935,Ritual of Subdual,{4}{G}{G},6.0,17960.0
23936,Niblis of the Mist,{2}{W},3.0,19896.0
23937,Fists of Flame,{1}{R},2.0,1690.0
23938,Keldon Marauders,{1}{R},2.0,17866.0
23939,Blood Pet,{B},1.0,2448.0
23940,Thraben Doomsayer,{1}{W}{W},3.0,4360.0
23941,Fugitive Druid,{3}{G},4.0,20844.0
23942,Nine-Fingers Keene,{1}{B}{G}{U},4.0,5287.0
23943,Horizon Seeker,{2}{G},3.0,12172.0
23944,Giant Warrior,,0.0,
23945,Optical Optimizer,,0.0,
23946,Myr Galvanizer,{3},3.0,7104.0
23947,Carth the Lion,{2}{B}{G},4.0,3221.0
23948,Wrenn and Six // Wrenn and Six,,0.0,
23949,Cradle of Safety,{1}{U},2.0,12240.0
23950,Shockmaw Dragon,{4}{R}{R},6.0,13936.0
23951,Aether Adept,{1}{U}{U},3.0,6102.0
23952,Erebos's Intervention,{X}{B},1.0,2910.0
23953,Puppet's Verdict,{1}{R}{R},3.0,8921.0
23954,Shield Mare,{1}{W}{W},3.0,17482.0
23955,Anointer Priest,,0.0,
23956,Serpentine Curve,{3}{U},4.0,10950.0
23957,Bolt of Keranos,{1}{R}{R},3.0,16211.0
23958,Night Market Aeronaut,{3}{B},4.0,21999.0
23959,Ancestral Anger,{R},1.0,5046.0
23960,Death's Shadow,{B},1.0,10744.0
23961,Hornet,,0.0,
23962,Miscast,{U},1.0,761.0
23963,Cherubael,,0.0,
23964,Magus of the Bazaar,{1}{U},2.0,7509.0
23965,"Mina and Denn, Wildborn",{2}{R}{G},4.0,940.0
23966,Spinning Wheel,{3},3.0,8949.0
23967,You Come to the Gnoll Camp,{1}{R},2.0,12262.0
23968,Hermit Druid Avatar,,0.0,
23969,Armored Wolf-Rider,{3}{G}{W},5.0,16818.0
23970,Kiri-Onna,{4}{U},5.0,14120.0
23971,Branchsnap Lorian,{1}{G}{G},3.0,15424.0
23972,Wasp,,0.0,
23973,Clown Car,{X},0.0,12044.0
23974,Glint Raker,{3}{U},4.0,
23975,Brazen Upstart,{R}{G}{W},3.0,14741.0
23976,Avenging Hunter,{4}{G},5.0,11542.0
23977,Spellskite,{2},2.0,1132.0
23978,Eye of Yawgmoth,{3},3.0,20887.0
23979,Order of the White Shield,{W}{W},2.0,20140.0
23980,Ettercap // Web Shot,{4}{G} // {2}{G},5.0,12207.0
23981,First Day of Class,{1}{R},2.0,8887.0
23982,Ravenous Trap,{2}{B}{B},4.0,12552.0
23983,Thieves' Fortune,{2}{U},3.0,11403.0
23984,Body of Research,{G}{G}{G}{U}{U}{U},6.0,5984.0
23985,Irrigation Ditch,,0.0,16966.0
23986,Elemental,,0.0,
23987,Letter of Acceptance,{3},3.0,4670.0
23988,Moonveil Dragon,{3}{R}{R}{R},6.0,7998.0
23989,"Garruk, Cursed Huntsman",{4}{B}{G},6.0,2632.0
23990,Freyalise's Charm,{G}{G},2.0,20932.0
23991,Curse of Wizardry,{2}{B}{B},4.0,11842.0
23992,Mount Keralia,,0.0,
23993,Staff of the Letter Magus,{3},3.0,
23994,Kari Zev's Expertise,{1}{R}{R},3.0,3720.0
23995,Elvish Lyrist,{G},1.0,12266.0
23996,"Liliana, Waker of the Dead",{2}{B}{B},4.0,2401.0
23997,Jund Hackblade,{B/G}{R},2.0,17771.0
23998,Caldaia Strongarm,{4}{G},5.0,15286.0
23999,Political Trickery,{2}{U},3.0,10782.0
24000,"Kaya, Geist Hunter",{1}{W}{B},3.0,4295.0
24001,Two-Headed Giant,{2}{R}{R},4.0,8953.0
24002,Blur Sliver,{2}{R},3.0,5050.0
24003,Maddening Cacophony,{1}{U},2.0,1389.0
24004,Devouring Deep,{2}{U},3.0,21932.0
24005,Lampad of Death's Vigil,{1}{B},2.0,6672.0
24006,Chasm Drake,{4}{U},5.0,22716.0
24007,Mindleech Ghoul,{1}{B},2.0,13426.0
24008,Steadfast Sentry,{2}{W},3.0,19743.0
24009,Not Forgotten,{1}{W},2.0,10087.0
24010,Scathe Zombies,{2}{B},3.0,21960.0
24011,Trail of Evidence,{2}{U},3.0,3782.0
24012,"Kalemne, Disciple of Iroas",{2}{R}{W},4.0,8153.0
24013,First-Sphere Gargantua,{4}{B}{B},6.0,13468.0
24014,Chronatog Avatar,,0.0,
24015,Siege Rhino,{1}{W}{B}{G},4.0,11071.0
24016,Quicksilver Amulet,{4},4.0,2190.0
24017,Rath's Edge,,0.0,12968.0
24018,Indestructible Aura,{W},1.0,18026.0
24019,Geyadrone Dihada,{1}{U}{B}{R},4.0,4767.0
24020,Shimmer Myr,{3},3.0,857.0
24021,Etherium Abomination,{3}{U}{B},5.0,20972.0
24022,Blue Horror,,0.0,
24023,Swelter,{3}{R},4.0,23868.0
24024,Sandbar Crocodile,{4}{U},5.0,21086.0
24025,Urza's Power Plant,,0.0,1382.0
24026,Paradise Druid,{1}{G},2.0,1097.0
24027,Pure // Simple,{1}{R}{G} // {1}{G}{W},6.0,17612.0
24028,Euroakus,{4}{G}{G},6.0,
24029,Giant,,0.0,
24030,Queue of Beetles,{3}{R},4.0,
24031,Blight Mamba,{1}{G},2.0,3858.0
24032,Skywarp Skaab,{3}{U}{U},5.0,18161.0
24033,Omen of the Forge,{1}{R},2.0,13737.0
24034,Mongrel Pack,{3}{G},4.0,13908.0
24035,Goldmeadow Dodger,{W},1.0,17890.0
24036,Ordeal of Erebos,{1}{B},2.0,15925.0
24037,Qarsi Deceiver,{1}{U},2.0,15473.0
24038,Embodiment of Spring,{U},1.0,8433.0
24039,Cleric,,0.0,
24040,Activated Sleeper,{2}{B},3.0,11499.0
24041,Channeled Force,{2}{U}{R},4.0,6390.0
24042,Venomspout Brackus,{6}{G},7.0,19942.0
24043,Dawnhart Mentor,{2}{G},3.0,12610.0
24044,Rith's Grove,,0.0,8212.0
24045,Vectis Silencers,{2}{U},3.0,22886.0
24046,Guardian of the Gateless,{4}{W},5.0,9062.0
24047,Carrion Howler,{3}{B},4.0,18684.0
24048,True Polymorph // True Polymorph,,0.0,
24049,Hellhole Flailer,{1}{B}{R},3.0,14983.0
24050,Eye of Singularity,{3}{W},4.0,17287.0
24051,Paraselene,{2}{W},3.0,13842.0
24052,Snapping Drake,{3}{U},4.0,21476.0
24053,Fangren Marauder,{5}{G},6.0,6677.0
24054,"Yorion, Sky Nomad",{3}{W/U}{W/U},5.0,2242.0
24055,Akroan Hoplite,{R}{W},2.0,9337.0
24056,Puppet Raiser,{3}{B},4.0,
24057,Breathless Knight,{1}{W}{B},3.0,11821.0
24058,Call of the Conclave,{G}{W},2.0,12264.0
24059,Embersmith,{1}{R},2.0,20798.0
24060,Chimney Goyf,{4}{B},5.0,
24061,Parish-Blade Trainee,{1}{W},2.0,12052.0
24062,Chorus of Woe,{B},1.0,22833.0
24063,Pardic Miner,{1}{R},2.0,14222.0
24064,Dawnfeather Eagle,{4}{W},5.0,17223.0
24065,Illusionary Forces,{3}{U},4.0,22911.0
24066,Deploy the Gatewatch,{4}{W}{W},6.0,6249.0
24067,Old Guard,{1}{W},2.0,
24068,Byway Courier,{2}{G},3.0,15240.0
24069,Herald of Kozilek,{1}{U}{R},3.0,5388.0
24070,Hellion Eruption,{5}{R},6.0,12345.0
24071,Vital Splicer,{3}{G},4.0,8214.0
24072,Winged Shepherd,{5}{W},6.0,13379.0
24073,Squeeze,{3}{U},4.0,17851.0
24074,Purphoros's Intervention,{X}{R},1.0,9054.0
24075,Rowan Kenrith,{4}{R}{R},6.0,7042.0
24076,Mother of Goons,{2}{B},3.0,
24077,Obelisk of Grixis,{3},3.0,6218.0
24078,Tarox Bladewing,{2}{R}{R}{R},5.0,21216.0
24079,Reinterpret,{2}{U}{R},4.0,3991.0
24080,Cruel Fate,{4}{U},5.0,22718.0
24081,Vital Surge,{1}{G},2.0,19509.0
24082,Smuggler's Buggy,{4},4.0,9736.0
24083,Time Distortion,,0.0,
24084,Sarevok the Usurper,{3}{B},4.0,
24085,"Huatli, the Sun's Heart",{2}{G/W},3.0,4894.0
24086,Labyrinth Champion,{3}{R},4.0,14536.0
24087,Jhovall Queen,{4}{W}{W},6.0,18716.0
24088,Inevitable End,{2}{B},3.0,11678.0
24089,Clockwork Vorrac,{5},5.0,18527.0
24090,Hunter's Prowess,{4}{G},5.0,3968.0
24091,Ephemeral Shields,{1}{W},2.0,10568.0
24092,Sinuous Striker,,0.0,
24093,Presence of the Master,{3}{W},4.0,19084.0
24094,Gift of Granite,{W},1.0,13133.0
24095,Bident of Thassa,{2}{U}{U},4.0,483.0
24096,"Liliana, Death Wielder",{5}{B}{B},7.0,7719.0
24097,A-Demilich,{U}{U}{U}{U},4.0,
24098,Crovax the Cursed,{2}{B}{B},4.0,17603.0
24099,Rhox Charger,{3}{G},4.0,13277.0
24100,New Perspectives,{5}{U},6.0,5769.0
24101,Underrealm Lich,{3}{B}{G},5.0,1534.0
24102,Hypersonic Dragon,{3}{U}{R},5.0,5971.0
24103,A-Glamorous Outlaw,{3}{U}{B}{R},6.0,
24104,Pyre Spawn // Pyre Spawn,,0.0,
24105,Cloudgoat Ranger,{3}{W}{W},5.0,9401.0
24106,Umara Mystic,{1}{U}{R},3.0,9820.0
24107,Looming Hoverguard,{4}{U}{U},6.0,23295.0
24108,Pit Keeper,{1}{B},2.0,11308.0
24109,Riptide Chronologist,{3}{U}{U},5.0,19241.0
24110,Gryff Rider,{2}{W},3.0,15121.0
24111,Kill Shot,{2}{W},3.0,11629.0
24112,"Kalitas, Traitor of Ghet",{2}{B}{B},4.0,3316.0
24113,Promise of Loyalty,{4}{W},5.0,1967.0
24114,Thunderscape Master,{2}{R}{R},4.0,22884.0
24115,Narset Transcendent,{2}{W}{U},4.0,3314.0
24116,Devilish Valet,{2}{R},3.0,4448.0
24117,Virus Beetle,{1}{B},2.0,5327.0
24118,Proclamation of Rebirth,{2}{W},3.0,16202.0
24119,Bellowing Saddlebrute,{3}{B},4.0,21096.0
24120,Bog Tatters,{4}{B},5.0,22437.0
24121,Cloister Gargoyle,{2}{W},3.0,8041.0
24122,Overwhelming Stampede,{3}{G}{G},5.0,513.0
24123,Dead-Iron Sledge,{1},1.0,14529.0
24124,Porcuparrot,{3}{R},4.0,6905.0
24125,Enraged Ceratok,{2}{G}{G},4.0,20302.0
24126,Wildsize,{2}{G},3.0,9957.0
24127,Oathsworn Vampire,{1}{B},2.0,6487.0
24128,Tel-Jilad Wolf,{2}{G},3.0,22479.0
24129,Consuming Bonfire,{3}{R}{R},5.0,22776.0
24130,Rush of Battle,{3}{W},4.0,16144.0
24131,Talas Lookout // Talas Lookout,,0.0,
24132,Rain of Daggers,{4}{B}{B},6.0,20498.0
24133,Seeker of the Way,{1}{W},2.0,12010.0
24134,Tine Shrike,{3}{W},4.0,11245.0
24135,Plated Rootwalla,{4}{G},5.0,23407.0
24136,Wayfaring Giant,{5}{W},6.0,22705.0
24137,Falconer Adept,{3}{W},4.0,12541.0
24138,Femeref Healer,{1}{W},2.0,22781.0
24139,Emissary of Sunrise,{2}{W},3.0,17864.0
24140,Indomitable Creativity,{X}{R}{R}{R},3.0,6347.0
24141,Free-Range Chicken,{3}{G},4.0,
24142,Realms Uncharted,{2}{G},3.0,2760.0
24143,Kinsbaile Cavalier,{3}{W},4.0,6168.0
24144,Tempered Steel,{1}{W}{W},3.0,3615.0
24145,Bat-,,0.0,
24146,Applied Aeronautics,,0.0,
24147,"Tezzeret, Artifice Master",{3}{U}{U},5.0,2451.0
24148,"Killian, Ink Duelist",{W}{B},2.0,5310.0
24149,Venomous Hierophant,{3}{B},4.0,13115.0
24150,Leonin Sun Standard,{2},2.0,15290.0
24151,Creeping Renaissance,{3}{G}{G},5.0,2666.0
24152,Filigree Fracture,{2}{G},3.0,16662.0
24153,Glyph of Delusion,{U},1.0,19077.0
24154,Shared Fate,{4}{U},5.0,10453.0
24155,Cold Storage,{4},4.0,12584.0
24156,"Anax, Hardened in the Forge",{1}{R}{R},3.0,2637.0
24157,Fires of Yavimaya,{1}{R}{G},3.0,1262.0
24158,Viashino Bladescout,{1}{R}{R},3.0,22292.0
24159,Sacred Prey,{G},1.0,21613.0
24160,Lagac Lizard,{3}{R},4.0,23074.0
24161,Uktabi Kong,{5}{G}{G}{G},8.0,
24162,Chant of Vitu-Ghazi,{6}{W}{W},8.0,14903.0
24163,"Temmet, Vizier of Naktamun",{W}{U},2.0,12474.0
24164,Patron of the Orochi,{6}{G}{G},8.0,8358.0
24165,Genesis Wave,{X}{G}{G}{G},3.0,1154.0
24166,Shrine of Burning Rage,{2},2.0,13689.0
24167,Hissing Miasma,{1}{B}{B},3.0,5890.0
24168,Double Stroke,,0.0,
24169,Recruit the Worthy,{W},1.0,11038.0
24170,Kenku Artificer,{2}{U},3.0,18226.0
24171,Markov Enforcer,{4}{R}{R},6.0,5070.0
24172,Regal Force,{4}{G}{G}{G},7.0,1727.0
24173,Soul-Guide Gryff,{4}{W},5.0,19439.0
24174,Apprentice Sorcerer,{2}{U},3.0,18606.0
24175,Nicol Bolas,{2}{U}{U}{B}{B}{R}{R},8.0,6595.0
24176,Cryptothrall,{4},4.0,8824.0
24177,Farmstead Gleaner,{3},3.0,9025.0
24178,Mind Whip,{2}{B}{B},4.0,21511.0
24179,Hand of Silumgar,{1}{B},2.0,16106.0
24180,Fastbond,{G},1.0,
24181,Scepter of Insight,{1}{U}{U},3.0,20106.0
24182,Diabolic Servitude,{3}{B},4.0,9513.0
24183,Kami of the Tended Garden,{3}{G},4.0,20704.0
24184,Teacher's Pet,{1}{W},2.0,
24185,Beastcaller Savant,{1}{G},2.0,2670.0
24186,Misfortune,{1}{B}{R}{G},4.0,20653.0
24187,Plate Spinning,{3}{U}{U},5.0,23945.0
24188,Venerable Warsinger,{1}{R}{W},3.0,4996.0
24189,Setessan Battle Priest,{1}{W},2.0,18457.0
24190,The Maelstrom,,0.0,
