,name,color_identity,type_line
23167,Pinecrest Ridge,"['G', 'R']",Land
23168,Heat Wave,['R'],Enchantment
23169,Family's Favor // Family's Favor,[],Card // Card
23170,Deep-Slumber Titan,['R'],Creature — Giant Warrior
23171,Order of Leitbur,['W'],Creature — Human Cleric Knight
23172,Spellmorph Raise Dead,['B'],Instant
23173,Triton Shorethief,['U'],Creature — Merfolk Rogue
23174,Join the Dance,"['G', 'W']",Sorcery
23175,Incinerate,['R'],Instant
23176,Root Spider,['G'],Creature — Spider
23177,"Domri, City Smasher","['G', 'R']",Legendary Planeswalker — Domri
23178,Courier Bat,['B'],Creature — Bat
23179,Dream Halls,['U'],Enchantment
23180,Sarkhan Vol,"['G', 'R']",Legendary Planeswalker — Sarkhan
23181,Ashen Powder,['B'],Sorcery
23182,Prismatic Omen,['G'],Enchantment
23183,Skyclave Apparition,['W'],Creature — Kor Spirit
23184,Glass Casket,['W'],Artifact
23185,Shu Cavalry,['W'],Creature — Human Soldier
23186,Mark of Eviction,['U'],Enchantment — Aura
23187,Foothill Guide,['W'],Creature — Human Cleric
23188,Gaea's Protector,['G'],Creature — Elemental Warrior
23189,Menagerie Liberator,['G'],Creature — Human Warrior
23190,Arcane Encyclopedia,[],Artifact
23191,Guardian Augmenter,['G'],Creature — Troll Wizard
23192,"Shadowheart, Cleric of Trickery","['B', 'U']",Legendary Creature — Human Elf Cleric
23193,Victim of Night,['B'],Instant
23194,Slayer of the Wicked,['W'],Creature — Human Soldier
23195,Jasmine Seer,['W'],Creature — Human Wizard
23196,Cruel Tutor,['B'],Sorcery
23197,Ember Gale,['R'],Sorcery
23198,Bonds of Mortality,['G'],Enchantment
23199,Geyserfield Stalker,['B'],Creature — Elemental
23200,Priest of Gix,['B'],Creature — Phyrexian Human Cleric Minion
23201,Bind to Secrecy,"['B', 'U']",Instant
23202,Dragonstalker,['W'],Creature — Bird Soldier
23203,Goliath Truck,[],Artifact — Vehicle
23204,Gloryscale Viashino,"['G', 'R', 'W']",Creature — Viashino Soldier
23205,Aven Mindcensor,['W'],Creature — Bird Wizard
23206,Molten Influence,['R'],Instant
23207,Pendant of Prosperity,[],Artifact
23208,Dream Tides,['U'],Enchantment
23209,Centaur of Attention,['G'],Creature — Centaur Performer
23210,Gate to Tumbledown,['R'],Land — Mountain Gate
23211,Havoc,['R'],Enchantment
23212,A-High-Rise Sawjack,['G'],Creature — Elf Citizen
23213,Howling Wolf,['G'],Creature — Wolf
23214,False Memories,['U'],Instant
23215,Phantom Carriage,['U'],Creature — Spirit
23216,Prohibit,['U'],Instant
23217,Lunar Frenzy,['R'],Instant
23218,Shape the Sands,['G'],Instant
23219,Bortuk Bonerattle,"['B', 'G']",Legendary Creature — Troll Shaman
23220,Mass Mutiny,['R'],Sorcery
23221,Open into Wonder,['U'],Sorcery
23222,Wildcall,['G'],Sorcery
23223,Parasitic Grasp,['B'],Instant
23224,Thoughtrender Lamia,['B'],Enchantment Creature — Lamia
23225,A-Demon's Due,['B'],Instant
23226,Hour of Glory,['B'],Instant
23227,Akroan Crusader,['R'],Creature — Human Soldier
23228,Sproutback Trudge,['G'],Creature — Fungus Beast
23229,"Zariel, Archduke of Avernus Emblem",[],Emblem — Zariel
23230,Skeletal Wurm,['B'],Creature — Skeleton Wurm
23231,Kitsune Loreweaver,['W'],Creature — Fox Cleric
23232,Cascading Cataracts,[],Land
23233,Rushwood Elemental,['G'],Creature — Elemental
23234,"Lulu, Loyal Hollyphant",['W'],Legendary Creature — Elephant Angel
23235,Tolarian Drake,['U'],Creature — Drake
23236,Fire-Lit Thicket,"['G', 'R']",Land
23237,Asmoranomardicadaistinaculdacar // Asmoranomardicadaistinaculdacar,[],Card // Card
23238,Rushing-Tide Zubera,['U'],Creature — Zubera Spirit
23239,Moonsilver Spear,[],Artifact — Equipment
23240,Deepwood Ghoul,['B'],Creature — Zombie
23241,Orcish Conscripts,['R'],Creature — Orc
23242,Fleetfoot Panther,"['G', 'W']",Creature — Cat
23243,Goblin Ruinblaster,['R'],Creature — Goblin Shaman
23244,Reckless Racer,['R'],Creature — Human Pilot
23245,Duel for Dominance // Duel for Dominance,[],Card // Card
23246,Krosan Verge,[],Land
23247,Elemental Bond,['G'],Enchantment
23248,Steelshaper's Gift,['W'],Sorcery
23249,Unbounded Potential,['W'],Instant
23250,It Came from Planet Glurg,"['G', 'U']",Legendary Creature — Alien Ooze
23251,Hellkite Tyrant,['R'],Creature — Dragon
23252,Sky Ruin Drake,['U'],Creature — Drake
23253,Unmake the Graves,['B'],Instant
23254,Warren Weirding,['B'],Tribal Sorcery — Goblin
23255,Orb of Dragonkind,['R'],Artifact
23256,Kessig Wolfrider,['R'],Creature — Human Knight
23257,Taigam's Scheming,['U'],Sorcery
23258,Brokers Confluence,"['G', 'U', 'W']",Instant
23259,"Kediss, Emberclaw Familiar",['R'],Legendary Creature — Elemental Lizard
23260,Viashino Bey,['R'],Creature — Viashino
23261,Tyrant's Machine,[],Artifact
23262,Searing Flesh,['R'],Sorcery
23263,Curious Killbot,[],Artifact Creature — Killbot
23264,Rise of the Ants,['G'],Sorcery
23265,Elemental Uprising,['G'],Instant
23266,Gideon's Defeat,['W'],Instant
23267,Aphetto Grifter,['U'],Creature — Human Wizard
23268,Ogre Marauder,['B'],Creature — Ogre Warrior
23269,Champion of the Flame,['R'],Creature — Human Warrior
23270,Sinister Reflections,['U'],Instant
23271,Makeshift Mannequin,['B'],Instant
23272,Tranquil Garden,"['G', 'W']",Land
23273,Gigantiform,['G'],Enchantment — Aura
23274,Organic Extinction,['W'],Sorcery
23275,Wedding Invitation,[],Artifact
23276,Sly Spy,['B'],Creature — Human Spy
23277,Aetherwind Basker,['G'],Creature — Lizard
23278,Barrel Down Sokenzan,['R'],Instant — Arcane
23279,Midnight Arsonist,['R'],Creature — Vampire
23280,"Calix, Destiny's Hand","['G', 'W']",Legendary Planeswalker — Calix
23281,Zof Consumption // Zof Bloodbog,['B'],Sorcery // Land
23282,Meteor Golem,[],Artifact Creature — Golem
23283,Bump in the Night,"['B', 'R']",Sorcery
23284,Aven Reedstalker,['U'],Creature — Bird Warrior
23285,Dovescape,"['U', 'W']",Enchantment
23286,Calibrated Blast,['R'],Instant
23287,Separatist Voidmage,['U'],Creature — Human Wizard
23288,"Lorthos, the Tidemaker",['U'],Legendary Creature — Octopus
23289,"Wilson, Urbane Bear","['G', 'W']",Legendary Creature — Bear Warrior
23290,Thundering Djinn,"['R', 'U']",Creature — Djinn
23291,Kragma Warcaller,"['B', 'R']",Creature — Minotaur Warrior
23292,Armistice,['W'],Enchantment
23293,Rug of Smothering,[],Artifact Creature — Construct
23294,Spider Spawning,"['B', 'G']",Sorcery
23295,Captured by the Consulate,['W'],Enchantment — Aura
23296,Evil Twin,"['B', 'U']",Creature — Shapeshifter
23297,Fourth Bridge Prowler,['B'],Creature — Human Rogue
23298,Fly,['U'],Enchantment — Aura
23299,Torpor Dust,"['B', 'U']",Enchantment — Aura
23300,Mire in Misery,['B'],Sorcery
23301,Unhallowed Pact,['B'],Enchantment — Aura
23302,Thought Prison,[],Artifact
23303,Dirty Rat,['B'],Host Creature — Rat
23304,"Astor, Bearer of Blades // Astor, Bearer of Blades",[],Card // Card
23305,Dread Specter,['B'],Creature — Specter
23306,The Peregrine Dynamo,[],Legendary Artifact Creature — Construct
23307,Once More with Feeling,['W'],Sorcery
23308,Screeching Drake,['U'],Creature — Drake
23309,Plundering Barbarian,['R'],Creature — Dwarf Barbarian
23310,Pyramids,[],Artifact
23311,Baldur's Gate,[],Legendary Land — Gate
23312,Elsha of the Infinite,"['R', 'U', 'W']",Legendary Creature — Djinn Monk
23313,Spiritual Focus,['W'],Enchantment
23314,Talas Explorer,['U'],Creature — Human Pirate Scout
23315,Magmasaur,['R'],Creature — Elemental Dinosaur
23316,Stitcher Geralf,['U'],Legendary Creature — Human Wizard
23317,Dancing Sword,['W'],Artifact — Equipment
23318,"Kagemaro, First to Suffer",['B'],Legendary Creature — Demon Spirit
23319,"Emry, Lurker of the Loch",['U'],Legendary Creature — Merfolk Wizard
23320,Mad Science Fair Project,[],Artifact
23321,Nath's Buffoon,['B'],Creature — Goblin Rogue
23322,Suspicious Stowaway // Seafaring Werewolf,"['G', 'U']",Creature — Human Rogue Werewolf // Creature — Werewolf
23323,Master Transmuter,['U'],Artifact Creature — Human Artificer
23324,Dramatic Reversal,['U'],Instant
23325,Oath of Scholars,['U'],Enchantment
23326,Aleatory,['R'],Instant
23327,Grizzled Wolverine,['R'],Creature — Wolverine
23328,Sabertooth Mauler,['G'],Creature — Cat
23329,Spellbinder,[],Artifact — Equipment
23330,Vona's Hunger,['B'],Instant
23331,Svend Geertsen Decklist,[],Card
23332,Elvish Warrior,['G'],Creature — Elf Warrior
23333,"Elbrus, the Binding Blade // Withengar Unbound",['B'],Legendary Artifact — Equipment // Legendary Creature — Demon
23334,Stony Strength,['G'],Instant
23335,Arrogant Poet // Arrogant Poet,[],Card // Card
23336,Molten Vortex,['R'],Enchantment
23337,Vampire Bats,['B'],Creature — Bat
23338,Demon's Jester,['B'],Creature — Imp
23339,Trained Orgg,['R'],Creature — Orgg
23340,Ancestral Statue,[],Artifact Creature — Golem
23341,Pitchstone Wall,['R'],Creature — Wall
23342,Vitu-Ghazi Guildmage,"['G', 'W']",Creature — Dryad Shaman
23343,"Jetmir, Nexus of Revels","['G', 'R', 'W']",Legendary Creature — Cat Demon
23344,A-Dragonborn Looter,['U'],Creature — Dragon Rogue
23345,Phyrexian Slayer,['B'],Creature — Phyrexian Minion
23346,Barrage of Expendables,['R'],Enchantment
23347,Rivalry,['R'],Enchantment
23348,Prosperous Innkeeper,['G'],Creature — Halfling Citizen
23349,Oversoul of Dusk,"['G', 'W']",Creature — Spirit Avatar
23350,Nafs Asp,['G'],Creature — Snake
23351,A-Elven Bow,['G'],Artifact — Equipment
23352,Caller of the Untamed,['G'],Creature — Elf Shaman
23353,Ephara's Enlightenment,"['U', 'W']",Enchantment — Aura
23354,Graveyard Shift,['B'],Sorcery
23355,Flames of the Raze-Boar,['R'],Instant
23356,Vulshok Replica,['R'],Artifact Creature — Berserker
23357,Inkshield,"['B', 'W']",Instant
23358,Electrify,['R'],Instant
23359,Coastline Chimera,"['U', 'W']",Creature — Chimera
23360,Bloodtallow Candle,[],Artifact
23361,Skyclave Cleric // Skyclave Basilica,['W'],Creature — Kor Cleric // Land
23362,Daraja Griffin,['W'],Creature — Griffin
23363,Bane's Invoker,['W'],Creature — Human Cleric
23364,Kaervek's Purge,"['B', 'R']",Sorcery
23365,Detonate,['R'],Sorcery
23366,Eternal Warrior,['R'],Enchantment — Aura
23367,Marsh Flats,"['W', 'B']",Land
23368,Walking Desecration,['B'],Creature — Zombie
23369,Palace Familiar,['U'],Creature — Bird
23370,Marionette Master,['B'],Creature — Human Artificer
23371,Dispersing Orb,['U'],Enchantment
23372,Tanglepool Bridge // Tanglepool Bridge,[],Card // Card
23373,Lairwatch Giant,['W'],Creature — Giant Warrior
23374,Obscura Interceptor // Obscura Interceptor,[],Card // Card
23375,Demonmail Hauberk,[],Artifact — Equipment
23376,Elf Warrior,['G'],Token Creature — Elf Warrior
23377,Kashi-Tribe Elite,['G'],Creature — Snake Warrior
23378,Geralf's Masterpiece,['U'],Creature — Zombie Horror
23379,Singing Bell Strike,['U'],Enchantment — Aura
23380,Artillery Blast,['W'],Instant
23381,Fin-Clade Fugitives,['G'],Creature — Elf Salamander Rogue
23382,Merrow Bonegnawer,['B'],Creature — Merfolk Rogue
23383,Trained Cheetah,['G'],Creature — Cat
23384,Ingenious Mastery,['U'],Sorcery
23385,Sky-Blessed Samurai,['W'],Enchantment Creature — Human Samurai
23386,Stinkdrinker Bandit,['B'],Creature — Goblin Rogue
23387,Ensnaring Bridge,[],Artifact
23388,Thornbite Staff,[],Tribal Artifact — Shaman Equipment
23389,Herald of Dromoka,['W'],Creature — Human Warrior
23390,Loyal Drake,['U'],Creature — Drake
23391,Gideon's Triumph,['W'],Instant
23392,Chemister's Trick,"['R', 'U']",Instant
23393,Axe of the Warmonger,[],Hero Artifact — Equipment
23394,"Skithiryx, the Blight Dragon",['B'],Legendary Creature — Phyrexian Dragon Skeleton
23395,The Flesh Is Weak,"['B', 'U', 'W']",Enchantment
23396,Monastery Swiftspear,['R'],Creature — Human Monk
23397,Teferi's Moat,"['U', 'W']",Enchantment
23398,Wretched Banquet,['B'],Sorcery
23399,Pestilence,['B'],Enchantment
23400,Paradox Haze,['U'],Enchantment — Aura
23401,Guildscorn Ward,['W'],Enchantment — Aura
23402,Dragonlord Atarka,"['G', 'R']",Legendary Creature — Elder Dragon
23403,Scorching Winds,['R'],Instant
23404,Sunrise Seeker,['W'],Creature — Human Scout
23405,Inquisitor Eisenhorn,"['B', 'U']",Legendary Creature — Human Inquisitor
23406,Scab-Clan Mauler,"['G', 'R']",Creature — Human Berserker
23407,Nova Pentacle,[],Artifact
23408,Dwarven Nomad,['R'],Creature — Dwarf Nomad
23409,Lazotep Behemoth,['B'],Creature — Zombie Hippo
23410,Blighted Steppe,['W'],Land
23411,Captured by Lagacs,"['G', 'W']",Enchantment — Aura
23412,Endbringer,[],Creature — Eldrazi
23413,Ceremonial Knife,[],Artifact — Equipment
23414,Necrogen Mists,['B'],Enchantment
23415,Dehydration,['U'],Enchantment — Aura
23416,Rakshasa Debaser,['B'],Creature — Cat Demon
23417,Dreampod Druid,['G'],Creature — Human Druid
23418,Auriok Salvagers,['W'],Creature — Human Soldier
23419,Urza's Rebuff,['U'],Instant
23420,Ebon Drake,['B'],Creature — Drake
23421,Misfortune Teller // Misfortune Teller,[],Card // Card
23422,Suq'Ata Assassin,['B'],Creature — Human Assassin
23423,Mage Slayer,"['G', 'R']",Artifact — Equipment
23424,Spinehorn Minotaur,['R'],Creature — Minotaur Berserker
23425,Migration Path,['G'],Sorcery
23426,Naya Battlemage,"['G', 'R', 'W']",Creature — Human Shaman
23427,Bramble Wurm,['G'],Creature — Wurm
23428,Ancestral Mask,['G'],Enchantment — Aura
23429,Spirit Shield,[],Artifact
23430,Honor the Fallen,['W'],Instant
23431,Call to the Grave,['B'],Enchantment
23432,Reins of the Vinesteed,['G'],Enchantment — Aura
23433,"Urborg, Tomb of Yawgmoth",[],Legendary Land
23434,Twilight Mire,"['B', 'G']",Land
23435,Honored Hydra,['G'],Creature — Snake Hydra
23436,Declare Dominance,['G'],Sorcery
23437,Animating Faerie // Bring to Life,['U'],Creature — Faerie // Sorcery — Adventure
23438,Hidden Horror,['B'],Creature — Horror
23439,Prismatic Vista // Prismatic Vista,[],Card // Card
23440,Granite Shard,['R'],Artifact
23441,Defiant Ogre,['R'],Creature — Ogre Warrior
23442,Giant Strength,['R'],Enchantment — Aura
23443,Baleful Beholder // Baleful Beholder,[],Card // Card
23444,Sheltered Thicket,"['G', 'R']",Land — Mountain Forest
23445,Regicide,['B'],Instant
23446,Aphotic Wisps,['B'],Instant
23447,Crown of Skemfar,['G'],Enchantment — Aura
23448,Endemic Plague,['B'],Sorcery
23449,Impaler Shrike,['U'],Creature — Phyrexian Bird
23450,Snake,['G'],Token Creature — Snake
23451,Invasion Plans,['R'],Enchantment
23452,"Path of Mettle // Metzali, Tower of Triumph","['R', 'W']",Legendary Enchantment // Legendary Land
23453,Amulet of Vigor,[],Artifact
23454,Loxodon Warhammer,[],Artifact — Equipment
23455,Tolarian Academy,['U'],Legendary Land
23456,Golgari Locket,"['B', 'G']",Artifact
23457,Bearer of Memory // Bearer of Memory,[],Card // Card
23458,Riparian Tiger,['G'],Creature — Cat
23459,Marwyn's Kindred,['G'],Sorcery
23460,Ethereal Armor,['W'],Enchantment — Aura
23461,Specter's Shroud,[],Artifact — Equipment
23462,Ghoulsteed,['B'],Creature — Zombie Horse
23463,"Linden, the Steadfast Queen",['W'],Legendary Creature — Human Noble
23464,Oswald Fiddlebender,['W'],Legendary Creature — Gnome Artificer
23465,Mindmelter,"['B', 'U']",Creature — Eldrazi Drone
23466,Vampiric Spirit,['B'],Creature — Spirit
23467,Fangblade Brigand // Fangblade Eviscerator,['R'],Creature — Human Werewolf // Creature — Werewolf
23468,Time Warp,['U'],Sorcery
23469,Stronghold Zeppelin,['U'],Creature — Human
23470,Inkwell Leviathan,['U'],Artifact Creature — Leviathan
23471,Reclusive Wight,['B'],Creature — Zombie Minion
23472,Wild Aesthir,['W'],Creature — Bird
23473,Inkfathom Divers,['U'],Creature — Merfolk Soldier
23474,Sudden Disappearance,['W'],Sorcery
23475,Gore-House Chainwalker,['R'],Creature — Human Warrior
23476,Transmute Artifact,['U'],Sorcery
23477,Drifter il-Dal,['U'],Creature — Human Wizard
23478,Omen Machine,[],Artifact
23479,"Vorinclex, Voice of Hunger",['G'],Legendary Creature — Phyrexian Praetor
23480,Enraged Giant,['R'],Creature — Giant
23481,Fire Servant,['R'],Creature — Elemental
23482,Canyon Wildcat,['R'],Creature — Cat
23483,Wand of Vertebrae,[],Artifact
23484,Defy Death,['W'],Sorcery
23485,Bolrac-Clan Crusher,"['G', 'R']",Creature — Ogre Warrior
23486,Greater Good,['G'],Enchantment
23487,Evangel of Synthesis,"['B', 'U']",Creature — Phyrexian Human Cleric
23488,Steadfast Armasaur,['W'],Creature — Dinosaur
23489,Creeping Chill,['B'],Sorcery
23490,Iron Will,['W'],Instant
23491,Life Burst,['W'],Instant
23492,Baneful Omen,['B'],Enchantment
23493,Stolen Grain,['B'],Sorcery
23494,A-Pyre-Sledge Arsonist,['R'],Creature — Viashino Shaman
23495,Relentless Assault,['R'],Sorcery
23496,Defiant Falcon,['W'],Creature — Rebel Bird
23497,Keimi,"['B', 'G']",Token Legendary Creature — Frog
23498,A-Ardent Dustspeaker,['R'],Creature — Minotaur Shaman
23499,Custodi Soulcaller,['W'],Creature — Human Cleric
23500,Vampire Lacerator,['B'],Creature — Vampire Warrior
23501,Trench Behemoth,['U'],Creature — Kraken
23502,Moltensteel Dragon,['R'],Artifact Creature — Phyrexian Dragon
23503,Power Leak,['U'],Enchantment — Aura
23504,Shipwreck Dowser,['U'],Creature — Merfolk Wizard
23505,Obscura Storefront,[],Land
23506,"Lynde, Cheerful Tormentor","['B', 'R', 'U']",Legendary Creature — Human Warlock
23507,Erebos's Emissary,['B'],Enchantment Creature — Snake
23508,Black Mana Battery,['B'],Artifact
23509,Hidden Ancients,['G'],Enchantment
23510,Hand of Death,['B'],Sorcery
23511,Necromancer's Stockpile,['B'],Enchantment
23512,Boomerang,['U'],Instant
23513,Unquenchable Fury // Unquenchable Fury,[],Card // Card
23514,Spirit,['W'],Token Creature — Spirit
23515,Paladin's Shield,['W'],Artifact — Equipment
23516,Temple of Malady,"['B', 'G']",Land
23517,Lightning Surge,['R'],Sorcery
23518,Tribute to Hunger,['B'],Instant
23519,Mortician Beetle,['B'],Creature — Insect
23520,Seer of the Last Tomorrow,['U'],Creature — Naga Cleric
23521,Swirling Sandstorm,['R'],Sorcery
23522,Deflecting Palm,"['R', 'W']",Instant
23523,Grand Crescendo,['W'],Instant
23524,Narcomoeba,['U'],Creature — Illusion
23525,Inhumaniac,['B'],Creature — Brainiac
23526,Dauntless Unity,['W'],Instant
23527,Curse of Shallow Graves,['B'],Enchantment — Aura Curse
23528,High Tide,['U'],Instant
23529,Hedron Matrix,[],Artifact — Equipment
23530,Coalition Skyknight,['W'],Creature — Human Knight
23531,Dark Supplicant,['B'],Creature — Human Cleric
23532,Hardy of Myra's Marvels,['G'],Legendary Creature — Elf Performer
23533,Warchanter Skald,['W'],Creature — Dwarf Cleric
23534,Arrogant Wurm,['G'],Creature — Wurm
23535,Sindbad,['U'],Creature — Human
23536,Engineered Plague,['B'],Enchantment
23537,Ticketomaton,[],Artifact Creature — Robot
23538,Silhana Wayfinder,['G'],Creature — Elf Scout
23539,Emergent Sequence,['G'],Sorcery
